,Unnamed: 0,title,publication_year,title_link,authors,author_href,content
185,185,Is modelling complexity always needed? Insights from modelling PrEP introduction in South Africa,['23 Nov 2020'],https://pureportal.coventry.ac.uk/en/publications/is-modelling-complexity-always-needed-insights-from-modelling-pre,[],[],"BACKGROUND: Mathematical models can be powerful policymaking tools. Simple, static models are user-friendly for policymakers. More complex, dynamic models account for time-dependent changes but are complicated to understand and produce. Under which conditions are static models adequate? We compare static and dynamic model predictions of whether behavioural disinhibition could undermine the impact of HIV pre-exposure prophylaxis (PrEP) provision to female sex workers in South Africa.pMETHODS: A static model of HIV risk was developed and adapted into a dynamic model. Both models were used to estimate the possible reduction in condom use, following PrEP introduction, without increasing HIV risk. The results were compared over a 20-year time horizon, in two contexts: at epidemic equilibrium and during an increasing epidemic.pRESULTS: Over time horizons of up to 5 years, the models are consistent. Over longer timeframes, the static model overstates the tolerated reduction in condom use where initial condom use is reasonably high ($\ge$50%) and/or PrEP effectiveness is low ($\le$45%), especially during an increasing epidemic.pCONCLUSIONS: Static models can provide useful deductions to guide policymaking around the introduction of a new HIV intervention over short-medium time horizons of up to 5 years. Over longer timeframes, static models may not sufficiently emphasise situations of programmatic importance, especially where underlying epidemics are still increasing."
186,186,Nonlinear System Identification of Neural Systems from Neurophysiological Signals,['Aug 2020'],https://pureportal.coventry.ac.uk/en/publications/nonlinear-system-identification-of-neural-systems-from-neurophysi,"['He, F.']",['https://pureportal.coventry.ac.uk/en/persons/fei-he'],"BACKGROUND: Mathematical models can be powerful policymaking tools. Simple, static models are user-friendly for policymakers. More complex, dynamic models account for time-dependent changes but are complicated to understand and produce. Under which conditions are static models adequate? We compare static and dynamic model predictions of whether behavioural disinhibition could undermine the impact of HIV pre-exposure prophylaxis (PrEP) provision to female sex workers in South Africa.pMETHODS: A static model of HIV risk was developed and adapted into a dynamic model. Both models were used to estimate the possible reduction in condom use, following PrEP introduction, without increasing HIV risk. The results were compared over a 20-year time horizon, in two contexts: at epidemic equilibrium and during an increasing epidemic.pRESULTS: Over time horizons of up to 5 years, the models are consistent. Over longer timeframes, the static model overstates the tolerated reduction in condom use where initial condom use is reasonably high ($\ge$50%) and/or PrEP effectiveness is low ($\le$45%), especially during an increasing epidemic.pCONCLUSIONS: Static models can provide useful deductions to guide policymaking around the introduction of a new HIV intervention over short-medium time horizons of up to 5 years. Over longer timeframes, static models may not sufficiently emphasise situations of programmatic importance, especially where underlying epidemics are still increasing."
187,187,On Shadowing the κ-μ Fading Model,['29 Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/on-shadowing-the-%CE%BA-%CE%BC-fading-model,"['Yoo, S. K.']",['https://pureportal.coventry.ac.uk/en/persons/seongki-yoo'],"In this paper, we extensively investigate the way in which κ - μ fading channels can be impacted by shadowing. Following from this, a family of shadowed κ - μ fading models are introduced and classified according to whether the underlying κ - μ fading undergoes single or double shadowing. In total, we discuss three types of single shadowed κ - μ model (denoted Type I to Type III) and three types of double shadowed κ - μ model (denoted Type I to Type III). The taxonomy of the single shadowed Type I - III models is dependent upon whether the fading model assumes that the dominant component, the scattered waves, or both experience shadowing. Although the physical definition of the examined models make no predetermination of the statistics of the shadowing process, for illustrative purposes, two example cases are provided for each type of single shadowed model by assuming that the shadowing is influenced by either a Nakagami- m random variable (RV) or an inverse Nakagami- m RV. It is worth noting that these RVs have been shown to provide an adequate characterization of shadowing in numerous communication scenarios of practical interest. The categorization of the double shadowed Type I - III models is dependent upon whether a) the envelope experiences shadowing of the dominant component, which is preceded (or succeeded) by a secondary round of (multiplicative) shadowing, or b) the dominant and scattered contributions are fluctuated by two independent shadowing processes, or c) the scattered waves of the envelope are subject to shadowing, which is also preceded (or succeeded) by a secondary round of multiplicative shadowing. Similar to the single shadowed models, we provide two example cases for each type of double shadowed model by assuming that the shadowing phenomena are shaped by a Nakagami- m RV, an inverse Nakagami- m RV or their mixture. It is worth highlighting that the double shadowed κ - μ models offer remarkable flexibility as they include the κ - μ , η - μ , and the various types of single shadowed κ - μ distribution as special cases. This property renders them particularly useful for the effective characterization and modeling of the diverse composite fading conditions encountered in communication scenarios in many emerging wireless applications."
188,188,On the functional central limit theorem for first passage time of nonlinear semi-Markov reward processes,['1 Oct 2020'],https://pureportal.coventry.ac.uk/en/publications/on-the-functional-central-limit-theorem-for-first-passage-time-of,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"In this article we examine the functional central limit theorem for the first passage time of reward processes defined over a finite state space semi-Markov process. In order to apply this process for a wider range of real-world applications, the reward functions, considered in this work, are assumed to have general forms instead of the constant rates reported in the other studies. We benefit from the martingale theory and Poisson equations to prove and establish the convergence of the first passage time of reward processes to a zero mean Brownian motion. Necessary conditions to derive the results presented in this article are the existence of variances for sojourn times in each state and second order integrability of reward functions with respect to the distribution of sojourn times. We finally verify the presented methodology through a numerical illustration."
189,189,Opinion evidence in Cell Site Analysis,['Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/opinion-evidence-in-cell-site-analysis,"['Tart, M. S.']",['https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart'],"Issues concerning forensic inference exist in all areas of Forensic Science, and Cell Site Analysis is no exception. There is a standard concerning opinion evidence adopted by both the European Network of Forensic Science Institutes (ENFSI) and the Association of Forensic Science Providers (AFSP) based on the principles of the Case Assessment and Interpretation (CAI) Model widely used within “traditional” forensic Science. This standard has not been widely adopted, or does not appear to be particularly well known, either within Cell Site Analysis or in the general field of Digital Forensics. This paper is aimed at Cell Site Analysis experts and outlines the legislative and regulatory framework within which opinion in Cell Site Analysis is provided and addresses how the principles defined in the AFSP standard can be applied to Cell Site Analysis. A case example highlighting differences between a task-driven approach commonly used within Cell Site Analysis and a CAI approach to the same data is presented and explored."
190,190,Polymer in wedge-shaped confinement: Effect on the θ  temperature,['20 Mar 2020'],https://pureportal.coventry.ac.uk/en/publications/polymer-in-wedge-shaped-confinement-effect-on-the-%CE%B8-temperature,[],[],"The equilibrium properties of a finite-length linear polymer chain confined in an infinite wedge composed of two perfectly reflecting hard walls meeting at a variable apex angle (α) are presented. One end of the polymer is anchored a distance y from the apex on the conical axis of symmetry, while the other end is free. We report here, the nonmonotonic behavior of θ temperature as a function of y for a finite-length chain. Data collapse for different chain lengths indicates that such behavior will exist for all finite lengths. We delineate the origin of such nonmonotonic behavior, which may have potential applications in understanding the cellular process occurring in nanoconfined geometries."
191,191,Quantifying early COVID-19 outbreak transmission in South Africa and exploring vaccine efficacy scenarios,['24 Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/quantifying-early-covid-19-outbreak-transmission-in-south-africa-,[],[],"The emergence and fast global spread of COVID-19 has presented one of the greatest public health challenges in modern times with no proven cure or vaccine. Africa is still early in this epidemic, therefore the extent of disease severity is not yet clear. We used a mathematical model to fit to the observed cases of COVID-19 in South Africa to estimate the basic reproductive number and critical vaccination coverage to control the disease for different hypothetical vaccine efficacy scenarios. We also estimated the percentage reduction in effective contacts due to the social distancing measures implemented. Early model estimates show that COVID-19 outbreak in South Africa had a basic reproductive number of 2.95 (95% credible interval [CrI] 2.83-3.33). A vaccine with 70% efficacy had the capacity to contain COVID-19 outbreak but at very higher vaccination coverage 94.44% (95% Crl 92.44-99.92%) with a vaccine of 100% efficacy requiring 66.10% (95% Crl 64.72-69.95%) coverage. Social distancing measures put in place have so far reduced the number of social contacts by 80.31% (95% Crl 79.76-80.85%). These findings suggest that a highly efficacious vaccine would have been required to contain COVID-19 in South Africa. Therefore, the current social distancing measures to reduce contacts will remain key in controlling the infection in the absence of vaccines and other therapeutics."
192,192,Safeguarding gains in the Sexual and Reproductive Health and AIDS Response amidst COVID-19: The Role of African Civil Society,['1 Nov 2020'],https://pureportal.coventry.ac.uk/en/publications/safeguarding-gains-in-the-sexual-and-reproductive-health-and-aids,[],[],"This article outlines the role of African civil society in safeguarding gains registered to date in sexual and reproductive health and the response to HIV. The case is made for why civil society organizations (CSOs) must be engaged vigilantly in the COVID-19 response in Africa. Lockdown disruptions and the rerouting of health funds to the pandemic have impeded access to essential sexual and reproductive health (SRH) and social protection services. Compounded by pre-existing inequalities faced by vulnerable populations, the poor SRH outcomes amid COVID-19 call for CSOs to intensify demand for the accountability of governments. CSOs should also continue to persevere in their aim to rapidly close community-health facility gaps and provide safety nets to mitigate the gendered impact of COVID-19."
193,193,Some Computational Considerations for Kernel-Based Support Vector Machine,['2020'],https://pureportal.coventry.ac.uk/en/publications/some-computational-considerations-for-kernel-based-support-vector,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"Sometimes healthcare perspectives in communications technologies require data mining, especially classification as a supervised learning. Support vector machines (SVMs) are considered as efficient supervised learning approaches for classification due to their robustness against several types of model misspecifications and outliers. Kernel-based SVMs are known to be more flexible tools for a wide range of supervised learning tasks and can efficiently handle non-linear relationship between input variables and outputs (or labels). They are more robust with respect to the aforementioned model misspecifications, and also more accurate in the sense that the root-mean-square error computed by fitting the kernel-based SVMs is considerably smaller than the one computed by fitting the standard/linear SVMs. However, the choice of kernel type and particularity kernel’s parameters could have significant impact on the classification accuracy and other supervised learning tasks required in network security, Internet of things, cybersecurity, etc. One of the findings of this study is that larger kernel parameter(s) would encourage SVMs with more localities and vice versa. This chapter provides some results on the effect of the kernel parameter on the kernel-based SVM classification. We thus first examine the effect of these parameters on the classification results using the kernel-based SVM, and then specify the optimal value of these parameters using cross-validation (CV) technique."
194,194,Spatiotemporal transmission dynamics of the COVID-19 pandemic and its impact on critical healthcare capacity,['Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/spatiotemporal-transmission-dynamics-of-the-covid-19-pandemic-and,[],[],"The role of geospatial disparities in the dynamics of the COVID-19 pandemic is poorly understood. We developed a spatially-explicit mathematical model to simulate transmission dynamics of COVID-19 disease infection in relation with the uneven distribution of the healthcare capacity in Ohio, U.S. The results showed substantial spatial variation in the spread of the disease, with localized areas showing marked differences in disease attack rates. Higher COVID-19 attack rates experienced in some highly connected and urbanized areas (274 cases per 100,000 people) could substantially impact the critical health care response of these areas regardless of their potentially high healthcare capacity compared to more rural and less connected counterparts (85 cases per 100,000). Accounting for the spatially uneven disease diffusion linked to the geographical distribution of the critical care resources is essential in designing effective prevention and control programmes aimed at reducing the impact of COVID-19 pandemic."
195,195,Stemming cholera tides in Zimbabwe through mass vaccination,['1 Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/stemming-cholera-tides-in-zimbabwe-through-mass-vaccination,[],[],"BackgroundpIn 2018, Zimbabwe declared another major cholera outbreak a decade after recording one of the worst cholera outbreaks in Africa.pMethodspA mathematical model for cholera was used to estimate the magnitude of the cholera outbreak and vaccination coverage using cholera cases reported data. A Markov chain Monte Carlo method based on a Bayesian framework was used to fit the model in order to estimate the basic reproductive number and required vaccination coverage for cholera control.pResultspThe results showed that the outbreak had a basic reproductive number of 1.82 (95% credible interval [CrI] 1.53–2.11) and required vaccination coverage of at least 58% (95% Crl 45–68%) to be contained using an oral cholera vaccine of 78% efficacy. Sensitivity analysis demonstrated that a vaccine with at least 55% efficacy was sufficient to contain the outbreak but at higher coverage of 75% (95% Crl 58–88%). However, high-efficacy vaccines would greatly reduce the required coverage, with 100% efficacy vaccine reducing coverage to 45% (95% Crl 35–53%).pConclusionspThese findings reinforce the crucial need for oral cholera vaccines to control cholera in Zimbabwe, considering that the decay of water reticulation and sewerage infrastructure is unlikely to be effectively addressed in the coming years."
196,196,"The empty womb, the unanswered prayer: Female Infertility and involuntary childlessness in British Mormon communities",['28 Dec 2020'],https://pureportal.coventry.ac.uk/en/publications/the-empty-womb-the-unanswered-prayer-female-infertility-and-invol,"['Halford, A.']",['https://pureportal.coventry.ac.uk/en/persons/alison-halford'],"BackgroundpIn 2018, Zimbabwe declared another major cholera outbreak a decade after recording one of the worst cholera outbreaks in Africa.pMethodspA mathematical model for cholera was used to estimate the magnitude of the cholera outbreak and vaccination coverage using cholera cases reported data. A Markov chain Monte Carlo method based on a Bayesian framework was used to fit the model in order to estimate the basic reproductive number and required vaccination coverage for cholera control.pResultspThe results showed that the outbreak had a basic reproductive number of 1.82 (95% credible interval [CrI] 1.53–2.11) and required vaccination coverage of at least 58% (95% Crl 45–68%) to be contained using an oral cholera vaccine of 78% efficacy. Sensitivity analysis demonstrated that a vaccine with at least 55% efficacy was sufficient to contain the outbreak but at higher coverage of 75% (95% Crl 58–88%). However, high-efficacy vaccines would greatly reduce the required coverage, with 100% efficacy vaccine reducing coverage to 45% (95% Crl 35–53%).pConclusionspThese findings reinforce the crucial need for oral cholera vaccines to control cholera in Zimbabwe, considering that the decay of water reticulation and sewerage infrastructure is unlikely to be effectively addressed in the coming years."
197,197,The impact of physical exercise on the fatigue symptoms in patients with multiple sclerosis: A systematic review and meta-analysis,['13 Mar 2020'],https://pureportal.coventry.ac.uk/en/publications/the-impact-of-physical-exercise-on-the-fatigue-symptoms-in-patien,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"Background: Despite many benefits of the physical activity on physical and mental health of patients with Multiple Sclerosis (MS), the activity level in these patients is still very limited, and they continue to suffer from impairment in functioning ability. The main aim of this study is thus to closely examine exercise's effect on fatigue of patients with MS worldwide, with particular interest on Iran based on a comprehensive systematic review and meta-analysis. Methods: The studies used in this systematic review were selected from the articles published from 1996 to 2019, in national and international databases including SID, Magiran, Iranmedex, Irandoc, Google Scholar, Cochrane, Embase, ScienceDirect, Scopus, PubMed and Web of Science (ISI). These databases were thoroughly searched, and the relevant ones were selected based on some plausible keywords to the aim of this study. Heterogeneity index between studies was determined using Cochran's test and Ip2p. Due to heterogeneity in studies, the random effects model was used to estimate standardized mean difference. Results: From the systematic review, a meta-analysis was performed on 31 articles which were fulfilled the inclusion criteria. The sample including of 714 subjects was selected from the intervention group, and almost the same sample size of 720 individuals were selected in the control group. Based on the results derived from this meta-analysis, the standardized mean difference between the intervention group before and after the intervention was respectively estimated to be 23.8 ± 6.2 and 16.9 ± 3.2, which indicates that the physical exercise reduces fatigue in patients with MS. Conclusion: The results of this study extracted from a detailed meta-analysis reveal and confirm that physical exercise significantly reduces fatigue in patients with MS. As a results, a regular exercise program is strongly recommended to be part of a rehabilitation program for these patients."
198,198,"The influence of acclimatization, age and gender-related differences on thermal perception in university buildings: case studies in Scotland and England",['15 Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/the-influence-of-acclimatization-age-and-gender-related-differenc,"['Brusey, J.', 'Montazami, A.']","['https://pureportal.coventry.ac.uk/en/persons/james-brusey', 'https://pureportal.coventry.ac.uk/en/persons/azadeh-montazami']","The higher education sector in the UK is responsible for large amount of the country's energy consumption. Space heating, which is the largest and most expensive part of the energy used in the UK educational buildings is a potential target for improving energy efficiency. However, the role of thermal comfort in students' productivity in academic environments cannot be overlooked. Considering the prevalence of two different climatic conditions in Northern and Southern/Midland regions of the UK, this study investigated thermal comfort in two university campuses in Scotland and England. environmental measurements combined with a simultaneous questionnaire survey were conducted in eight university buildings in Edinburgh and Coventry. The field study was carried out during the academic year of 2017-18 on 3507 students. The results confirmed influence of students' acclimatization, showing a warmer than neutral mean Thermal Sensation Vote (TSV) and cooler thermal preference in Edinburgh than Coventry. The higher acceptable temperature in Coventry (23.5 °C) than Edinburgh (22.1 °C) reinforced the results on the influence of climatic adaptation. Thermal acceptability was examined in a direct (analysing the actual votes on thermal acceptability) and an indirect approach (considering the TSV between −1 and 1 as acceptable). The indirect approach was shown to be a better predictor of the thermal acceptability as this method extends beyond the acceptable range suggested by the direct method. Thermal perceptions of females were shown to be colder than males in university classrooms. However, no statistically significant difference was observed in the thermal comfort of different age groups."
199,199,The prevalence of Restless Legs Syndrome/Willis-ekbom disease (RLS/WED) in the third trimester of pregnancy: a systematic review,['13 Apr 2020'],https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-restless-legs-syndromewillis-ekbom-disease-rlsw,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"BACKGROUND: RLS is known as one of the most common movement disorders during pregnancy, which is most aggravated in the third trimester of pregnancy and can affect up to one-third of pregnant women. This study intends to determine the total prevalence of RLS in the third trimester of pregnancy through a systematic review.pMETHODS: The present study was conducted via meta-analysis method up to 2019. The papers related to the subject of interest were obtained through searching in SID, MagIran, IranDoc, Scopus, Embase, Web of Science (ISI), PubMed, Science Direct, and Google Scholar databases. Heterogeneity of the studies was examined via I2 index, and the data were analyzed in Comprehensive meta-analysis software.pRESULTS: In investigating 10 papers capturing 2431 subjects within the age range of 25-39 years, the total prevalence of RLS in the third trimester of pregnancy based on meta-analysis was obtained as 22.9% (95% CI: 14.7-33.8%). Further, as the sample size increased, the RLS prevalence diminished, while with increase in years, this prevalence increased, where this difference was statistically significant (P < 0.05).pCONCLUSION: Prevalence of RLS in the third trimester of pregnancy is high, healthcare policymakers should organize educational classes to improve the life dimensions among this group of pregnant women."
200,200,The prevalence of severe depression in Iranian older adult: a meta-analysis and meta-regression,['3 Feb 2020'],https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-severe-depression-in-iranian-older-adult-a-meta,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"Background: Depression is one of the most common psychiatric disorders in the older adult and one of the most common risk factors for suicide in the older adult. Studies show different and inconsistent prevalence rates in Iran. This study aims to determine the prevalence of severe depression in Iranian older adult through a meta-analysis approach. Methods: The present meta-analysis was conducted between January 2000-August 2019. Articles related to the subject matter were obtained by searching Scopus, Sciencedirect, SID, magiran, Barakat Knowledge Network System, Medline (PubMed), and Google Scholar databases. The heterogeneity of the studies was evaluated using I
              p2p index and the data were analyzed in Comprehensive Meta-Analysis software. Results: In a study of 3948 individuals aged 50-90 years, the overall prevalence of severe depression in Iranian older adult was 8.2% (95% CI, 4.14-6.3%) based on meta-analysis. Also, in order to investigate the effects of potential factors (sample size and year of study) on the heterogeneity of severe depression in Iranian older adult, meta-regression was used. It was reported that the prevalence of severe depression in Iranian older adult decreased with increasing sample size and increasing years of the study, which is significantly different (P < 0.05). Conclusion: Considering the high prevalence of severe depression in Iranian older adult, it is necessary for health policy makers to take effective control measures and periodic care for the older adult.
            "
201,201,The prevalence of sleep disturbances among physicians and nurses facing the COVID-19 patients: a systematic review and meta-analysis,['29 Sep 2020'],https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-sleep-disturbances-among-physicians-and-nurses-,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"Background: In all epidemics, healthcare staff are at the centre of risks and damages caused by pathogens. Today, nurses and physicians are faced with unprecedented work pressures in the face of the COVID-19 pandemic, resulting in several psychological disorders such as stress, anxiety and sleep disturbances. The aim of this study is to investigate the prevalence of sleep disturbances in hospital nurses and physicians facing the COVID-19 patients. Method: A systematic review and metanalysis was conducted in accordance with the PRISMA criteria. The PubMed, Scopus, Science direct, Web of science, CINHAL, Medline, and Google Scholar databases were searched with no lower time-limt and until 24 June 2020. The heterogeneity of the studies was measured using I2 test and the publication bias was assessed by the Egger's test at the significance level of 0.05. Results: The I2 test was used to evaluate the heterogeneity of the selected studies, based on the results of I2 test, the prevalence of sleep disturbances in nurses and physicians is I2: 97.4% and I2: 97.3% respectively. After following the systematic review processes, 7 cross-sectional studies were selected for meta-analysis. Six studies with the sample size of 3745 nurses were examined in and the prevalence of sleep disturbances was approximated to be 34.8% (95% CI: 24.8-46.4%). The prevalence of sleep disturbances in physicians was also measured in 5 studies with the sample size of 2123 physicians. According to the results, the prevalence of sleep disturbances in physicians caring for the COVID-19 patients was reported to be 41.6% (95% CI: 27.7-57%). Conclusion: Healthcare workers, as the front line of the fight against COVID-19, are more vulnerable to the harmful effects of this disease than other groups in society. Increasing workplace stress increases sleep disturbances in the medical staff, especially nurses and physicians. In other words, increased stress due to the exposure to COVID-19 increases the prevalence of sleep disturbances in nurses and physicians. Therefore, it is important for health policymakers to provide solutions and interventions to reduce the workplace stress and pressures on medical staff."
202,202,"The prevalence of stress, anxiety and depression within front-line healthcare workers caring for COVID-19 patients: a systematic review and meta-regression",['17 Dec 2020'],https://pureportal.coventry.ac.uk/en/publications/the-prevalence-of-stress-anxiety-and-depression-within-front-line,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"Background Stress, anxiety, and depression are some of the most important research and practice challenges for psychologists, psychiatrists, and behavioral scientists. Due to the importance of issue and the lack of general statistics on these disorders among the Hospital staff treating the COVID-19 patients, this study aims to systematically review and determine the prevalence of stress, anxiety and depression within front-line healthcare workers caring for COVID-19 patients.Methods In this research work, the systematic review, meta-analysis and meta-regression approaches are used to approximate the prevalence of stress, anxiety and depression within front-line healthcare workers caring for COVID-19 patients. The keywords of prevalence, anxiety, stress, depression, psychopathy, mental illness, mental disorder, doctor, physician, nurse, hospital staff, 2019-nCoV, COVID-19, SARS-CoV-2 and Coronaviruses were used for searching the SID, MagIran, IranMedex, IranDoc, ScienceDirect, Embase, Scopus, PubMed, Web of Science (ISI) and Google Scholar databases. The search process was conducted in December 2019 to June 2020. In order to amalgamate and analyze the reported results within the collected studies, the random effects model is used. The heterogeneity of the studies is assessed using the I2 index. Lastly, the data analysis is performed within the Comprehensive Meta-Analysis software.Results Of the 29 studies with a total sample size of 22,380, 21 papers have reported the prevalence of depression, 23 have reported the prevalence of anxiety, and 9 studies have reported the prevalence of stress. The prevalence of depression is 24.3% (18% CI 18.2–31.6%), the prevalence of anxiety is 25.8% (95% CI 20.5–31.9%), and the prevalence of stress is 45% (95% CI 24.3–67.5%) among the hospitals’ Hospital staff caring for the COVID-19 patients. According to the results of meta-regression analysis, with increasing the sample size, the prevalence of depression and anxiety decreased, and this was statistically significant (P < 0.05), however, the prevalence of stress increased with increasing the sample size, yet this was not statistically significant (P = 0.829).Conclusion The results of this study clearly demonstrate that the prevalence of stress, anxiety and depression within front-line healthcare workers caring for COVID-19 patients is high. Therefore, the health policy-makers should take measures to control and prevent mental disorders in the Hospital staff."
203,203,Time to Scale Up Preexposure Prophylaxis Beyond the Highest-Risk Populations? Modeling Insights From High-Risk Women in Sub-Saharan Africa,['1 Nov 2020'],https://pureportal.coventry.ac.uk/en/publications/time-to-scale-up-preexposure-prophylaxis-beyond-the-highest-risk-,[],[],"OBJECTIVES: New HIV infections remain higher in women than men in sub-Saharan Africa. Preexposure prophylaxis (PrEP) is an effective HIV prevention measure, currently prioritized for those at highest risk, such as female sex workers (FSWs), for whom it is most cost-effective. However, the greatest number of HIV infections in sub-Saharan Africa occurs in women in the general population. As countries consider wider PrEP scale-up, there is a need to weigh the population-level impact, cost, and relative cost-effectiveness to inform priority setting. METHODS: We developed mathematical models of HIV risk to women and derived tools to highlight key considerations for PrEP programming. The models were fitted to South Africa, Zimbabwe, and Kenya, spanning a range of HIV burden in sub-Saharan Africa. The impact, cost, and cost-effectiveness of PrEP scale-up for adolescent girls and young women (AGYW), women 25 to 34 years old, and women 35 to 49 years old were assessed, accounting for differences in population sizes and the low program retention levels reported in demonstration projects. RESULTS: Preexposure prophylaxis could avert substantially more infections a year among women in general population than among FSW. The greatest number of infections could be averted annually among AGYW in South Africa (24-fold that for FSW). In Zimbabwe, the greatest number of infections could be averted among women 25 to 34 years old (8-fold that for FSW); and in Kenya, similarly between AGYW and women 25 to 34 years old (3-fold that for FSW). However, the unit costs of PrEP delivery for AGYW, women 25 to 34 years old, and women 35 to 49 years old would have to reduce considerably (by 70.8%-91.0% across scenarios) for scale-up to these populations to be as cost-effective as for FSW. CONCLUSIONS: Preexposure prophylaxis has the potential to substantially reduce new HIV infections in HIV-endemic countries in sub-Saharan Africa. This will necessitate PrEP being made widely available beyond those at highest individual risk and continued integration into a range of national services and at community level to significantly bring down the costs and improve cost-effectiveness."
204,204,"Understanding Household Fuel Choice Behaviour in the Amazonas State, Brazil: Effects of Validation and Feature Selection",['28 Jul 2020'],https://pureportal.coventry.ac.uk/en/publications/understanding-household-fuel-choice-behaviour-in-the-amazonas-sta,"['Gaura, E.', 'Brusey, J.']","['https://pureportal.coventry.ac.uk/en/persons/elena-gaura', 'https://pureportal.coventry.ac.uk/en/persons/james-brusey']","Since 2003, Brazil has striven to provide energy access to all, in rural areas, in an effort to economically empower the communities. Unpacking fuel stacking behaviour can shed light onto the speed of transition toward the exclusive use of advanced fuel types. This paper presents findings from surveys that were carried out with 14 non-electrified communities in a rural area of Rio Negro, Amazonas State, Brazil. We identify the fuel choice determinants in these communities using a multinomial logistic regression model and more generally discuss the validity and robustness of such models in the context of statistical validation and evaluation metrics. Specifically for the Amazonas communities considered in this study, the research showed that the fuel choice determinants are the age of household, the number of people at meals each day, the number of meals daily, the community, education of the household head, and the income level of the household. Moreover, given the Brazilian policies related to energy and sustainability, this region is not likely to reach the Sustainable Development Goals proposed by United Nations for 2030."
205,205,Vehicular localisation at high and low estimation rates during gnss outages: A deep learning approach,['25 Sep 2020'],https://pureportal.coventry.ac.uk/en/publications/vehicular-localisation-at-high-and-low-estimation-rates-during-gn,"['Palade, V.', 'Christopoulos, S. R. G.']","['https://pureportal.coventry.ac.uk/en/persons/vasile-palade', 'https://pureportal.coventry.ac.uk/en/persons/stavros-christopoulos']","Road localisation of autonomous vehicles is reliant on consistent accurate GNSS (Global Navigation Satellite System) positioning information. Commercial GNSS receivers usually sample at 1 Hz, which is not sufficient to robustly and accurately track a vehicle in certain scenarios, such as driving on the highway, where the vehicle could travel at medium to high speeds, or in safety-critical scenarios. In addition, the GNSS relies on a number of satellites to perform triangulation and may experience signal loss around tall buildings, bridges, tunnels and trees. An approach to overcoming this problem involves integrating the GNSS with a vehicle-mounted Inertial Navigation Sensor (INS) system to provide a continuous and more reliable high rate positioning solution. INSs are however plagued by unbounded exponential error drifts during the double integration of the acceleration to displacement. Several deep learning algorithms have been employed to learn the error drift for a better positioning prediction. We therefore investigate in this chapter the performance of Long Short-Term Memory (LSTM), Input Delay Neural Network (IDNN), Multi-Layer Neural Network (MLNN) and Kalman Filter (KF) for high data rate positioning. We show that Deep Neural Network-based solutions can exhibit better performances for high data rate positioning of vehicles in comparison to commonly used approaches like the Kalman filter."
206,206,Cell site analysis: Roles and interpretation,['28 Aug 2019'],https://pureportal.coventry.ac.uk/en/publications/cell-site-analysis-roles-and-interpretation,"['Tart, M. S.']",['https://pureportal.coventry.ac.uk/en/persons/matthew-stephen-tart'],"This paper considers the confusion that exists between opinion and non-opinion evidence concerning telecommunication data – and thus the boundary between expert and technical evidence. The difference between presentation, explanation and interpretation (for Technical, Investigative or Evaluative purposes) of data is outlined. The authors consider how the term “interpretation” may be used differently in connection with expert witnesses, witnesses giving technical evidence, and by the judiciary, suggesting that this may give rise to unrealistic expectations of a practitioner’s ability to reliably answer questions. Recommendations for core competencies are made for those giving telecommunications evidence to recognise when they are presenting opinion evidence and therefore (potentially inadvertently) acting as expert witnesses."
207,207,Mass transpiration in magneto-hydrodynamic boundary layer flow over a superlinear stretching sheet embedded in porous medium with slip,['1 Jan 2019'],https://pureportal.coventry.ac.uk/en/publications/mass-transpiration-in-magneto-hydrodynamic-boundary-layer-flow-ov,"['Daneshkhah, A.']",['https://pureportal.coventry.ac.uk/en/persons/alireza-daneshkhah'],"We have studied mass transpiration of a magneto-hydrodynamic (MHD) flow of a Newtonian fluid over a superlinear stretching sheet embedded in a porous medium. A model was created of a nonlinear system of partial differential equations that are transformed into third-order nonlinear ordinary differential equations via similarity transformations and then solved analytically using differential transform method and Pade approximants. The main focus of the present study is on the effect of Navier’s slip boundary condition on flow behavior. A comprehensive study is presented on the effects of various parameters, such as Navier’s slip condition, mass transpiration (suction/injection), and Darcy number on the axial and transverse velocity profiles of the laminar boundary layer flow through the stretching sheet."
